print_order,d_mm,F_N
20,5.8818,678.5
20,5.9463,682.2
20,6.0079,685.3
20,6.0718,688.7
20,6.1359,691.8
20,6.1983,694.6
20,6.2624,697.4
20,6.325,699.9
20,6.3888,702.2
20,6.452,704.5
20,6.5167,706.8
20,6.5778,708.5
20,6.6424,710.7
20,6.7053,712.4
20,6.7686,713.9
20,6.8328,715.4
20,6.8947,716.6
20,6.9587,718.0
20,7.023,719.2
20,7.0861,720.1
20,7.1491,720.8
20,7.2125,721.6
20,7.2762,722.3
20,7.3394,722.7
20,7.4035,723.3
20,7.4652,723.4
20,7.5293,723.7
20,7.5933,723.9
20,7.6559,723.9
20,7.7198,724.0
20,7.782,723.7
20,7.8463,723.5
20,7.9094,723.1
20,7.9736,722.8
20,8.0354,722.1
20,8.0995,721.6
20,8.1635,721.0
21,0.0,0.3
21,0.0521,7.1
21,0.112,15.6
21,0.1707,23.0
21,0.2298,32.8
21,0.288,42.8
21,0.3467,53.1
21,0.4065,63.6
21,0.4635,73.7
21,0.5223,84.2
21,0.581,94.6
21,0.6404,105.2
21,0.6993,115.8
21,0.7579,126.3
21,0.8172,137.1
21,0.8759,147.8
21,0.9335,158.2
21,0.9928,169.1
21,1.0513,179.8
21,1.1102,190.5
21,1.169,201.2
21,1.227,211.8
21,1.2868,222.7
21,1.3453,233.3
21,1.4028,243.7
21,1.4617,254.4
21,1.5211,265.2
21,1.5807,276.0
21,1.6388,286.6
21,1.6974,297.1
21,1.7569,307.9
21,1.815,318.3
21,1.8726,328.6
21,1.9318,339.4
21,1.9909,349.9
21,2.0495,360.5
21,2.1084,371.0
21,2.1664,381.3
21,2.2263,392.1
21,2.285,402.4
21,2.3424,412.6
21,2.4021,423.3
21,2.4606,433.6
21,2.5199,444.1
21,2.5783,454.3
21,2.6364,464.5
21,2.6967,475.2
21,2.7538,485.0
21,2.8119,495.1
21,2.8714,505.4
21,2.9299,515.5
21,2.9892,525.7
21,3.0476,535.7
21,3.1067,545.9
21,3.1663,556.0
21,3.2234,565.7
21,3.2824,575.6
21,3.3412,585.6
21,3.4002,595.6
21,3.459,605.4
21,3.5172,615.1
21,3.5765,624.9
21,3.6355,634.7
21,3.693,644.1
21,3.7515,653.6
21,3.8113,663.4
21,3.8705,673.0
21,3.9288,682.4
21,3.9873,691.7
21,4.0463,701.2
21,4.1054,710.5
21,4.1627,719.3
21,4.2216,728.4
21,4.281,737.6
21,4.3393,746.4
21,4.3985,755.4
21,4.4565,764.0
21,4.5159,772.8
21,4.5753,781.4
21,4.6323,789.5
21,4.6923,798.1
21,4.7505,806.1
21,4.8096,814.3
21,4.8684,822.3
21,4.9262,829.9
21,4.9867,838.0
21,5.0441,845.3
21,5.102,852.5
21,5.1616,859.9
21,5.2199,866.9
21,5.2791,873.9
21,5.3382,880.7
21,5.3966,887.1
21,5.4565,893.7
21,5.5139,899.6
21,5.5719,905.3
21,5.6313,911.2
21,5.6902,916.7
21,5.7488,922.0
21,5.8074,927.0
21,5.8661,931.8
21,5.9256,936.6
21,5.9833,940.8
21,6.0411,944.9
21,6.1014,949.1
21,6.1605,953.0
21,6.2185,956.5
21,6.2778,960.0
21,6.3358,963.0
21,6.3956,966.2
21,6.453,968.5
21,6.5111,970.7
21,6.5711,973.2
21,6.6292,974.9
21,6.6886,976.6
21,6.7465,977.9
21,6.8052,979.1
21,6.8657,980.2
21,6.9226,980.6
21,6.9819,981.2
21,7.0404,981.4
21,7.0997,981.6
21,7.1585,981.5
21,7.2166,981.0
21,7.2763,980.6
21,7.3345,979.7
21,7.392,978.4
21,7.4511,977.1
21,7.5101,975.6
21,7.5699,973.7
22,0.0,0.1
22,0.0428,3.4
22,0.0967,9.9
22,0.1507,16.9
22,0.2056,24.4
22,0.2598,32.0
22,0.3138,39.6
22,0.3673,47.2
22,0.4213,55.0
22,0.4748,62.7
22,0.5283,70.5
22,0.5824,78.4
22,0.6364,86.4
22,0.6905,94.3
22,0.7446,102.3
22,0.7993,110.4
22,0.8531,118.4
22,0.9071,126.4
22,0.9611,134.4
22,1.0154,142.4
22,1.0691,150.4
22,1.1239,158.5
22,1.1778,166.5
22,1.2316,174.4
22,1.2855,182.4
22,1.3394,190.3
22,1.3928,198.2
22,1.4469,206.1
22,1.501,214.1
22,1.5547,222.0
22,1.609,230.1
22,1.6631,238.1
22,1.7181,246.2
22,1.7716,254.0
22,1.8255,261.9
22,1.8793,269.8
22,1.933,277.6
22,1.9862,285.3
22,2.0404,293.2
22,2.0944,301.1
22,2.1486,309.0
22,2.2028,316.9
22,2.2573,324.9
22,2.3119,332.8
22,2.3656,340.5
22,2.42,348.4
22,2.474,356.1
22,2.5279,363.8
22,2.5821,371.6
22,2.6364,379.4
22,2.6903,387.0
22,2.7441,394.6
22,2.7979,402.3
22,2.8517,409.8
22,2.9052,417.3
22,2.9593,424.9
22,3.0138,432.5
22,3.0673,439.9
22,3.1224,447.6
22,3.1764,455.1
22,3.2302,462.3
22,3.2839,469.7
22,3.3379,477.0
22,3.3917,484.4
22,3.4449,491.5
22,3.499,498.8
22,3.5528,506.0
22,3.6075,513.4
22,3.6613,520.5
22,3.716,527.8
22,3.77,534.9
22,3.8238,541.9
22,3.8775,548.9
22,3.9321,556.0
22,3.9858,562.9
22,4.0402,569.8
22,4.0945,576.7
22,4.148,583.4
22,4.2021,590.2
22,4.2559,596.8
22,4.3098,603.4
22,4.3633,609.9
22,4.4175,616.4
22,4.4714,622.8
22,4.5256,629.1
22,4.58,635.5
22,4.635,641.8
22,4.6893,647.9
22,4.7426,653.8
22,4.7964,659.6
22,4.8503,665.4
22,4.9036,671.0
22,4.9575,676.6
22,5.012,682.1
22,5.0658,687.4
22,5.1201,692.7
22,5.1746,697.9
22,5.2286,702.8
22,5.2824,707.6
22,5.3367,712.3
22,5.3905,716.8
22,5.4445,721.1
22,5.4992,725.4
22,5.5528,729.4
22,5.6069,733.3
22,5.6607,737.0
22,5.7145,740.5
22,5.7682,743.8
22,5.822,746.9
22,5.876,749.8
22,5.9303,752.6
22,5.9842,755.0
22,6.0388,757.3
22,6.0933,759.3
22,6.147,760.9
22,6.2008,762.2
22,6.2546,763.2
22,6.3082,763.9
22,6.3614,764.3
22,6.4156,764.7
22,6.4698,764.7
22,6.5238,764.5
22,6.5783,764.1
22,6.6329,763.6
22,6.6868,762.8
22,6.7406,761.8
22,6.7946,760.6
22,6.8486,759.3
22,6.9027,757.8
22,6.9574,756.2
23,0.0,0.1
23,0.0445,4.0
23,0.1004,11.5
23,0.158,19.8
23,0.214,28.0
23,0.2707,36.5
23,0.3268,44.9
23,0.3829,53.3
23,0.4398,62.0
23,0.4968,70.7
23,0.5527,79.2
23,0.6087,87.8
23,0.6652,96.5
23,0.722,105.2
23,0.7787,113.9
23,0.8361,122.8
23,0.892,131.4
23,0.9486,140.2
23,1.0045,148.9
23,1.061,157.8
23,1.118,166.7
23,1.1747,175.6
23,1.2305,184.3
23,1.2868,193.1
23,1.343,201.9
23,1.4,210.8
23,1.4571,219.7
23,1.5135,228.5
23,1.5701,237.3
23,1.6265,246.0
23,1.6823,254.7
23,1.7397,263.7
23,1.7959,272.4
23,1.8525,281.2
23,1.9085,289.8
23,1.9649,298.5
23,2.0211,307.3
23,2.0782,316.0
23,2.1349,324.7
23,2.1919,333.5
23,2.2483,342.2
23,2.3041,350.7
23,2.3606,359.3
23,2.4173,368.0
23,2.474,376.6
23,2.5305,385.2
23,2.5864,393.6
23,2.6417,401.9
23,2.6995,410.7
23,2.7562,419.2
23,2.813,427.7
23,2.8697,436.2
23,2.9257,444.5
23,2.982,452.8
23,3.0388,461.2
23,3.0944,469.4
23,3.1526,478.0
23,3.2084,485.8
23,3.2638,493.8
23,3.3203,502.1
23,3.3778,510.4
23,3.434,518.4
23,3.4911,526.6
23,3.5474,534.6
23,3.6037,542.6
23,3.6602,550.5
23,3.7166,558.4
23,3.7731,566.2
23,3.8301,574.1
23,3.8856,581.7
23,3.9422,589.5
23,3.9982,597.1
23,4.0555,604.8
23,4.1124,612.5
23,4.1692,620.0
23,4.225,627.4
23,4.2819,634.8
23,4.338,642.0
23,4.3944,649.3
23,4.4517,656.6
23,4.5078,663.6
23,4.5639,670.5
23,4.62,677.3
23,4.6762,684.1
23,4.7336,691.0
23,4.7902,697.6
23,4.8471,704.2
23,4.9033,710.6
23,4.9598,716.9
23,5.0156,723.0
23,5.072,729.1
23,5.1295,735.2
23,5.1859,741.0
23,5.2417,746.5
23,5.2974,751.9
23,5.3549,757.5
23,5.4117,762.7
23,5.4681,767.8
23,5.5246,772.8
23,5.5812,777.5
23,5.6375,782.0
23,5.6938,786.4
23,5.7501,790.6
23,5.8072,794.7
23,5.8637,798.6
23,5.9199,802.2
23,5.9752,805.5
23,6.0332,809.1
23,6.0896,812.2
23,6.1466,815.3
23,6.2024,818.0
23,6.2591,820.6
23,6.3154,823.0
23,6.3717,825.2
23,6.4279,827.2
23,6.4858,829.1
23,6.5418,830.4
23,6.5972,831.4
23,6.654,832.4
23,6.711,833.2
23,6.7678,833.6
23,6.8244,833.7
23,6.8806,833.5
23,6.9373,833.0
23,6.9933,832.1
23,7.0498,830.7
23,7.1065,829.0
23,7.1636,826.6
23,7.2193,822.7
23,7.2752,817.1
24,0.0,0.1
24,0.0468,2.7
24,0.1063,9.8
24,0.1647,18.6
24,0.2249,28.1
24,0.2841,37.5
24,0.3443,47.1
24,0.4027,56.5
24,0.4621,66.2
24,0.5221,76.0
24,0.5801,85.6
24,0.6396,95.4
24,0.6986,105.1
24,0.7584,115.1
24,0.8178,124.9
24,0.8767,134.8
24,0.9369,144.9
24,0.9951,154.5
24,1.0542,164.4
24,1.1141,174.4
24,1.174,184.3
24,1.233,194.1
24,1.291,203.7
24,1.3513,213.8
24,1.4101,223.6
24,1.469,233.3
24,1.5287,243.3
24,1.5887,253.2
24,1.6479,263.0
24,1.7065,272.6
24,1.7664,282.6
24,1.8259,292.4
24,1.8842,301.9
24,1.9433,311.6
24,2.0029,321.5
24,2.0626,331.2
24,2.1214,340.8
24,2.1809,350.5
24,2.2406,360.3
24,2.299,369.7
24,2.3585,379.4
24,2.4183,389.0
24,2.478,398.6
24,2.5369,408.1
24,2.595,417.3
24,2.6552,427.0
24,2.7139,436.2
24,2.7728,445.5
24,2.833,455.1
24,2.8924,464.4
24,2.9517,473.6
24,3.0108,482.8
24,3.0702,492.1
24,3.1296,501.2
24,3.1875,510.1
24,3.2473,519.3
24,3.3073,528.3
24,3.3666,537.4
24,3.4255,546.2
24,3.4847,555.1
24,3.5444,564.1
24,3.603,572.7
24,3.6627,581.6
24,3.7224,590.4
24,3.7818,599.0
24,3.8402,607.5
24,3.899,615.9
24,3.9597,624.6
24,4.0178,632.8
24,4.0772,641.1
24,4.1372,649.5
24,4.1964,657.6
24,4.2558,665.7
24,4.3145,673.5
24,4.3748,681.6
24,4.4332,689.2
24,4.4912,696.6
24,4.5518,704.4
24,4.6111,711.8
24,4.6707,719.1
24,4.7291,726.1
24,4.7895,733.4
24,4.8484,740.2
24,4.9064,746.6
24,4.9673,753.6
24,5.0264,760.0
24,5.0859,766.3
24,5.1439,772.2
24,5.2038,778.2
24,5.2633,783.9
24,5.3212,789.2
24,5.3817,794.7
24,5.4408,799.8
24,5.5011,804.9
24,5.5593,809.4
24,5.6191,814.0
24,5.6787,818.4
24,5.7357,822.0
24,5.7963,826.1
24,5.8554,829.6
24,5.9155,833.2
24,5.9745,836.4
24,6.0331,839.2
24,6.0939,842.3
24,6.1514,844.6
24,6.2112,847.2
24,6.271,849.6
24,6.3306,851.7
24,6.3892,853.7
24,6.4477,855.3
24,6.5083,857.3
24,6.5665,858.5
24,6.6258,859.8
24,6.6857,861.1
24,6.7453,862.2
24,6.8047,863.0
24,6.863,863.5
24,6.9234,864.2
24,6.9819,864.5
24,7.04,864.6
24,7.1009,865.0
24,7.1594,864.9
24,7.2198,864.9
24,7.2777,864.3
24,7.3375,863.9
24,7.3972,863.4
24,7.4556,862.5
24,7.5159,861.7
24,7.5747,860.5
24,7.6347,859.3
25,0.0,0.0
25,0.0452,3.1
25,0.1042,9.2
25,0.1614,15.4
25,0.2186,21.6
25,0.2775,28.0
25,0.3354,34.3
25,0.3942,40.8
25,0.4518,47.3
25,0.5099,54.0
25,0.5684,60.7
25,0.6264,67.4
25,0.6842,74.1
25,0.7415,80.8
25,0.8,87.7
25,0.8584,94.5
25,0.9163,101.3
25,0.9748,108.1
25,1.0326,114.8
25,1.0909,121.7
25,1.1495,128.5
25,1.2059,135.0
25,1.2648,141.9
25,1.323,148.7
25,1.3811,155.4
25,1.4393,162.2
25,1.4975,168.9
25,1.5553,175.6
25,1.6139,182.4
25,1.6717,189.1
25,1.7286,195.6
25,1.7874,202.4
25,1.8456,209.1
25,1.9038,215.7
25,1.9621,222.4
25,2.0201,228.9
25,2.0781,235.5
25,2.1369,242.2
25,2.1941,248.6
25,2.2511,255.0
25,2.3101,261.7
25,2.3683,268.2
25,2.4268,274.8
25,2.4853,281.3
25,2.5424,287.6
25,2.6013,294.2
25,2.6591,300.5
25,2.7163,306.8
25,2.7744,313.2
25,2.8328,319.6
25,2.8912,325.9
25,2.9493,332.2
25,3.0074,338.4
25,3.0654,344.6
25,3.1235,350.8
25,3.1818,356.9
25,3.2389,362.9
25,3.2969,369.0
25,3.3558,375.1
25,3.4134,381.1
25,3.4723,387.2
25,3.5302,393.0
25,3.5879,398.9
25,3.647,404.8
25,3.7038,410.4
25,3.7614,416.2
25,3.8203,422.0
25,3.8781,427.7
25,3.9366,433.4
25,3.9952,439.0
25,4.0527,444.5
25,4.1111,450.0
25,4.1694,455.5
25,4.2263,460.7
25,4.2844,466.0
25,4.3428,471.3
25,4.401,476.5
25,4.459,481.7
25,4.5178,486.7
25,4.5753,491.7
25,4.6341,496.7
25,4.6918,501.4
25,4.7486,505.9
25,4.8072,510.7
25,4.8658,515.2
25,4.9236,519.6
25,4.9829,524.0
25,5.0399,528.0
25,5.098,532.1
25,5.1568,536.2
25,5.2141,539.9
25,5.2714,543.4
25,5.3302,547.0
25,5.3886,550.4
25,5.4466,553.5
25,5.5051,556.5
25,5.5627,559.3
25,5.6205,562.0
25,5.6799,564.7
25,5.7366,566.9
25,5.7936,569.0
25,5.8532,571.2
25,5.9106,573.0
25,5.9696,574.9
25,6.0278,576.5
25,6.0849,577.8
25,6.1444,579.3
25,6.2015,580.4
25,6.2589,581.5
25,6.3173,582.6
25,6.3755,583.6
25,6.4337,584.5
25,6.4923,585.3
25,6.5501,585.9
25,6.6079,586.5
25,6.6667,587.2
25,6.724,587.6
25,6.7814,587.9
25,6.8401,588.3
25,6.8985,588.6
25,6.9563,588.6
25,7.0154,588.7
25,7.0728,588.5
25,7.1306,588.4
25,7.1898,588.3
25,7.2464,587.8
25,7.3039,587.4
25,7.3633,587.1
25,7.4209,586.5
25,7.4801,586.0
26,0.0,0.1
26,0.044,3.6
26,0.099,9.7
26,0.1543,16.6
26,0.2088,23.8
26,0.2626,30.9
26,0.3184,38.3
26,0.3731,45.6
26,0.4287,53.0
26,0.4837,60.3
26,0.5382,67.6
26,0.5929,74.9
26,0.6472,82.1
26,0.7019,89.4
26,0.7572,96.8
26,0.812,104.1
26,0.8681,111.6
26,0.9223,118.9
26,0.9771,126.2
26,1.0329,133.7
26,1.0875,141.0
26,1.1422,148.4
26,1.1977,155.8
26,1.2518,163.0
26,1.3064,170.3
26,1.3617,177.7
26,1.4167,185.1
26,1.472,192.6
26,1.5272,199.9
26,1.582,207.2
26,1.6356,214.4
26,1.6905,221.8
26,1.7456,229.1
26,1.8009,236.5
26,1.8559,243.8
26,1.9111,251.2
26,1.9657,258.4
26,2.0213,265.8
26,2.0766,273.1
26,2.131,280.2
26,2.1862,287.5
26,2.2406,294.7
26,2.2949,301.8
26,2.3498,309.0
26,2.4051,316.2
26,2.461,323.5
26,2.5155,330.6
26,2.5703,337.7
26,2.625,344.7
26,2.6789,351.6
26,2.7336,358.6
26,2.7894,365.8
26,2.8444,372.8
26,2.9,379.8
26,2.9545,386.7
26,3.0089,393.5
26,3.065,400.6
26,3.1196,407.4
26,3.1748,414.2
26,3.2292,420.9
26,3.2838,427.6
26,3.3386,434.3
26,3.3936,440.8
26,3.4487,447.5
26,3.5046,454.3
26,3.559,460.8
26,3.6137,467.3
26,3.6682,473.8
26,3.7221,480.1
26,3.778,486.8
26,3.833,493.2
26,3.8876,499.5
26,3.9431,506.0
26,3.9978,512.3
26,4.0531,518.5
26,4.1083,524.8
26,4.1632,531.0
26,4.2179,537.0
26,4.2724,543.0
26,4.3274,549.0
26,4.3823,555.0
26,4.4371,560.9
26,4.4934,567.0
26,4.5476,572.7
26,4.6021,578.3
26,4.6568,583.9
26,4.711,589.4
26,4.7662,595.0
26,4.8215,600.5
26,4.877,606.0
26,4.9318,611.2
26,4.9865,616.3
26,5.0414,621.4
26,5.0968,626.4
26,5.1515,631.2
26,5.2068,636.0
26,5.261,640.4
26,5.3153,644.8
26,5.371,649.2
26,5.4255,653.3
26,5.4809,657.3
26,5.5368,661.3
26,5.5909,664.8
26,5.6455,668.2
26,5.6999,671.5
26,5.7544,674.6
26,5.8096,677.5
26,5.8653,680.5
26,5.9207,683.1
26,5.9751,685.4
