s,m/s2
0.01660000,0.146750241518021
0.01670000,0.149781808257103
0.01680000,0.145851999521255
0.01690000,0.144055515527725
0.01700000,0.148883566260338
0.01710000,0.147199362516403
0.01720000,0.149669528007507
0.01730000,0.151129171252251
0.01740000,0.149894088506699
0.01750000,0.145851999521255
0.01760000,0.146862521767616
0.01770000,0.150680050253868
0.01780000,0.149557247757912
0.01790000,0.150343209505081
0.01800000,0.149220407009125
0.01810000,0.150680050253868
0.01820000,0.150904610753059
0.01830000,0.150455489754677
0.01840000,0.149108126759529
0.01850000,0.144504636526108
0.01860000,0.14933268725872
0.01870000,0.15449757874012
0.01880000,0.14753620326519
0.01890000,0.148995846509933
0.01900000,0.144055515527725
0.01910000,0.151466012001038
0.01920000,0.14933268725872
0.01930000,0.152925655245781
0.01940000,0.153037935495377
0.01950000,0.149894088506699
0.01960000,0.151466012001038
0.01970000,0.148097604513168
0.01980000,0.150567770004272
0.01990000,0.156855463981628
0.02000000,0.157753705978394
0.02010000,0.155732661485672
0.02020000,0.151802852749825
0.02030000,0.159101068973541
0.02040000,0.149108126759529
0.02050000,0.150904610753059
0.02060000,0.150792330503464
0.02070000,0.150567770004272
0.02080000,0.154722139239311
0.02090000,0.151466012001038
0.02100000,0.154048457741737
0.02110000,0.154609858989716
0.02120000,0.156069502234459
0.02130000,0.154946699738502
0.02140000,0.151802852749825
0.02150000,0.151353731751442
0.02160000,0.150006368756294
0.02170000,0.150567770004272
0.02180000,0.150567770004272
0.02190000,0.155395820736885
0.02200000,0.149444967508316
0.02210000,0.151578292250633
0.02220000,0.149669528007507
0.02230000,0.15270109474659
0.02240000,0.154385298490524
0.02250000,0.150567770004272
0.02260000,0.154160737991333
0.02270000,0.153374776244164
0.02280000,0.150904610753059
0.02290000,0.15270109474659
0.02300000,0.155171260237694
0.02310000,0.149557247757912
0.02320000,0.155508100986481
0.02330000,0.150230929255486
0.02340000,0.149444967508316
0.02350000,0.150792330503464
0.02360000,0.155171260237694
0.02370000,0.150792330503464
0.02380000,0.149108126759529
0.02390000,0.155058979988098
0.02400000,0.153150215744972
0.02410000,0.154609858989716
0.02420000,0.152925655245781
0.02430000,0.157978266477585
0.02440000,0.147985324263573
0.02450000,0.149220407009125
0.02460000,0.153936177492142
0.02470000,0.158651947975159
0.02480000,0.153037935495377
0.02490000,0.14933268725872
0.02500000,0.155508100986481
0.02510000,0.154048457741737
0.02520000,0.156743183732033
0.02530000,0.15191513299942
0.02540000,0.152476534247398
0.02550000,0.155732661485672
0.02560000,0.152476534247398
0.02570000,0.154273018240929
0.02580000,0.155508100986481
0.02590000,0.154048457741737
0.02600000,0.15449757874012
0.02610000,0.156181782484055
0.02620000,0.157192304730415
0.02630000,0.155732661485672
0.02640000,0.158315107226372
0.02650000,0.150455489754677
0.02660000,0.15270109474659
0.02670000,0.153037935495377
0.02680000,0.154946699738502
0.02690000,0.155844941735268
0.02700000,0.153037935495377
0.02710000,0.153823897242546
0.02720000,0.155171260237694
0.02730000,0.151802852749825
0.02740000,0.161346673965454
0.02750000,0.159213349223137
0.02760000,0.158539667725563
0.02770000,0.152139693498611
0.02780000,0.155283540487289
0.02790000,0.162694036960602
0.02800000,0.155395820736885
0.02810000,0.158988788723946
0.02820000,0.152813374996185
0.02830000,0.151241451501846
0.02840000,0.159101068973541
0.02850000,0.15708002448082
0.02860000,0.153150215744972
0.02870000,0.157753705978394
0.02880000,0.150792330503464
0.02890000,0.153037935495377
0.02900000,0.156967744231224
0.02910000,0.152139693498611
0.02920000,0.155620381236076
0.02930000,0.150006368756294
0.02940000,0.154722139239311
0.02950000,0.155508100986481
0.02960000,0.158315107226372
