param,kernel,ls_bounds,acquisition,kappa,noise,b_rec,H_rec,pred_strw,gt_strw,gt_sig,dist_to_strong,in_strong_zone,gt_above_30,length_scales
b_dH_R,matern,loose,ucb,1.0,0.0003,4.993,14.699,33.94,31.53,0.034,0.0727,True,True,"[np.float64(0.304), np.float64(1.148), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,1.0,0.001,4.944,14.242,33.53,31.51,0.0307,0.0676,True,True,"[np.float64(0.311), np.float64(1.147), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,1.0,0.003,4.208,15.533,32.88,31.91,0.0111,0.0333,True,True,"[np.float64(0.892), np.float64(1.567), np.float64(0.293)]"
b_dH_R,matern,loose,ucb,2.0,2.818553756278192e-05,2.483,12.103,32.14,23.38,0.1064,0.2574,False,False,"[np.float64(0.302), np.float64(1.149), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,2.0,0.0001,2.564,12.004,32.17,23.75,0.1095,0.2458,False,False,"[np.float64(0.303), np.float64(1.149), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,2.0,0.0003,2.664,12.054,32.09,24.2,0.1089,0.2315,False,False,"[np.float64(0.304), np.float64(1.148), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,2.0,0.001,2.625,12.036,31.85,24.02,0.1092,0.237,False,False,"[np.float64(0.311), np.float64(1.147), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,2.0,0.003,4.319,15.47,32.85,31.84,0.0146,0.0501,True,True,"[np.float64(0.892), np.float64(1.567), np.float64(0.293)]"
b_dH_R,matern,loose,ucb,3.0,2.818553756278192e-05,2.529,12.229,32.28,23.59,0.1063,0.2512,False,False,"[np.float64(0.302), np.float64(1.149), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,3.0,0.0001,2.463,12.187,32.1,23.31,0.1053,0.2603,False,False,"[np.float64(0.303), np.float64(1.149), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,3.0,0.0003,2.544,12.043,32.07,23.66,0.1084,0.2486,False,False,"[np.float64(0.304), np.float64(1.148), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,3.0,0.001,2.744,12.023,31.79,24.57,0.1092,0.2201,False,False,"[np.float64(0.311), np.float64(1.147), np.float64(10.0)]"
b_dH_R,matern,loose,ucb,3.0,0.003,4.418,15.401,32.81,31.77,0.0181,0.0535,True,True,"[np.float64(0.892), np.float64(1.567), np.float64(0.293)]"
b_dH_R,rbf,adaptive,ei,,2.818553756278192e-05,4.905,14.673,35.08,31.71,0.0285,0.06,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ei,,0.0001,4.908,14.655,35.04,31.71,0.0281,0.0599,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ei,,0.0003,4.901,14.778,34.94,31.66,0.0312,0.0626,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ei,,0.001,4.946,14.383,34.58,31.61,0.0273,0.0646,True,True,"[np.float64(0.171), np.float64(0.738), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ei,,0.003,4.226,15.308,33.43,32.24,0.0205,0.0481,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,adaptive,ucb,1.0,2.818553756278192e-05,5.018,14.803,35.0,31.4,0.0377,0.079,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,1.0,0.0001,4.985,14.556,34.97,31.58,0.0304,0.0695,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,1.0,0.0003,5.003,14.606,34.86,31.54,0.0324,0.0725,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,1.0,0.001,2.426,12.037,32.69,23.14,0.1064,0.2655,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,1.0,0.003,4.257,15.411,33.43,32.05,0.0166,0.0451,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,adaptive,ucb,2.0,2.818553756278192e-05,2.296,12.035,32.38,22.61,0.1024,0.284,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,2.0,0.0001,2.339,12.155,32.56,22.78,0.1022,0.278,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,2.0,0.0003,2.502,12.046,32.73,23.47,0.1077,0.2546,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,2.0,0.001,2.526,12.071,32.77,23.58,0.1076,0.2511,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,2.0,0.003,4.314,15.451,33.42,31.89,0.0153,0.0502,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,adaptive,ucb,3.0,2.818553756278192e-05,2.372,12.062,32.64,22.92,0.1044,0.2731,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,3.0,0.0001,2.389,12.058,32.66,22.99,0.105,0.2707,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,3.0,0.0003,2.331,12.053,32.45,22.75,0.1033,0.279,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,3.0,0.001,2.515,12.041,32.76,23.53,0.108,0.2527,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(3.0)]"
b_dH_R,rbf,adaptive,ucb,3.0,0.003,4.356,15.3,33.41,32.06,0.0212,0.0625,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,tight,ei,,2.818553756278192e-05,4.927,14.772,35.08,31.61,0.0323,0.0658,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ei,,0.0001,4.909,14.875,35.04,31.55,0.0338,0.0677,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ei,,0.0003,4.887,14.72,34.94,31.72,0.0289,0.0588,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(2.0)]"
b_dH_R,rbf,tight,ei,,0.001,4.911,14.791,34.6,31.63,0.032,0.0643,True,True,"[np.float64(0.171), np.float64(0.738), np.float64(2.0)]"
b_dH_R,rbf,tight,ei,,0.003,4.215,15.322,33.43,32.24,0.0199,0.046,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,tight,ucb,1.0,2.818553756278192e-05,4.996,14.651,35.01,31.54,0.0331,0.0721,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,1.0,0.0001,5.019,14.823,34.96,31.38,0.0381,0.0798,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,1.0,0.0003,5.066,14.79,34.78,31.31,0.0399,0.0851,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,1.0,0.001,2.517,12.144,32.78,23.53,0.1065,0.2526,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,1.0,0.003,4.31,15.39,33.42,32.0,0.0177,0.0525,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,tight,ucb,2.0,2.818553756278192e-05,2.427,12.024,32.72,23.15,0.1067,0.2652,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,2.0,0.0001,2.327,12.148,32.5,22.73,0.1019,0.2797,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,2.0,0.0003,2.485,12.018,32.7,23.4,0.108,0.257,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,2.0,0.001,2.591,12.051,32.68,23.87,0.1087,0.2418,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,2.0,0.003,4.356,15.565,33.4,31.6,0.0111,0.0515,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,tight,ucb,3.0,2.818553756278192e-05,2.436,12.018,32.72,23.19,0.107,0.2641,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,3.0,0.0001,2.31,12.048,32.4,22.66,0.1027,0.282,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,3.0,0.0003,2.287,12.001,32.24,22.57,0.103,0.2854,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,3.0,0.001,2.372,12.022,32.54,22.92,0.1052,0.2732,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(2.0)]"
b_dH_R,rbf,tight,ucb,3.0,0.003,4.344,15.393,33.42,31.93,0.0179,0.0566,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,loose,ei,,2.818553756278192e-05,4.927,14.858,35.08,31.53,0.0343,0.0692,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ei,,0.0001,4.931,14.88,35.04,31.5,0.0349,0.0706,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ei,,0.0003,4.898,14.87,34.93,31.58,0.0332,0.0661,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(10.0)]"
b_dH_R,rbf,loose,ei,,0.001,4.936,14.593,34.6,31.67,0.0282,0.0629,True,True,"[np.float64(0.171), np.float64(0.738), np.float64(10.0)]"
b_dH_R,rbf,loose,ei,,0.003,4.209,15.474,33.42,32.01,0.0137,0.0363,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,loose,ucb,1.0,2.818553756278192e-05,5.005,14.763,35.01,31.46,0.0362,0.076,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,1.0,0.0001,5.024,14.773,34.95,31.41,0.0374,0.0789,True,True,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,1.0,0.0003,5.007,14.734,34.87,31.47,0.0356,0.0755,True,True,"[np.float64(0.172), np.float64(0.735), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,1.0,0.001,2.48,12.036,32.76,23.38,0.1075,0.2577,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,1.0,0.003,4.246,15.419,33.43,32.05,0.0162,0.0435,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,loose,ucb,2.0,2.818553756278192e-05,2.477,12.167,32.83,23.36,0.1057,0.2583,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,2.0,0.0001,2.315,12.032,32.44,22.68,0.1032,0.2814,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,2.0,0.0003,2.292,12.063,32.32,22.59,0.1017,0.2845,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,2.0,0.001,2.503,12.096,32.79,23.48,0.1069,0.2544,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,2.0,0.003,4.357,15.445,33.41,31.82,0.0159,0.056,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
b_dH_R,rbf,loose,ucb,3.0,2.818553756278192e-05,2.387,12.061,32.69,22.98,0.1048,0.2711,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,3.0,0.0001,2.278,12.022,32.29,22.54,0.1021,0.2865,False,False,"[np.float64(0.172), np.float64(0.736), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,3.0,0.0003,2.475,12.026,32.73,23.36,0.1077,0.2585,False,False,"[np.float64(0.172), np.float64(0.735), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,3.0,0.001,2.434,12.162,32.75,23.18,0.1048,0.2645,False,False,"[np.float64(0.171), np.float64(0.738), np.float64(10.0)]"
b_dH_R,rbf,loose,ucb,3.0,0.003,4.355,15.523,33.4,31.68,0.0127,0.0532,True,True,"[np.float64(0.54), np.float64(0.855), np.float64(0.198)]"
dH_R,matern,adaptive,ei,,2.818553756278192e-05,7.974,16.361,32.83,30.17,0.1191,0.353,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ei,,0.0001,7.737,16.414,33.14,30.31,0.1082,0.3188,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ei,,0.0003,7.72,16.391,33.12,30.31,0.1066,0.3167,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ei,,0.001,7.871,16.392,32.78,30.24,0.1144,0.338,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ei,,0.003,5.232,16.758,32.35,31.88,0.0163,0.0504,True,True,"[np.float64(0.677), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,1.0,2.818553756278192e-05,7.869,16.331,32.97,30.21,0.1117,0.3387,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,1.0,0.0001,7.921,16.436,32.89,30.23,0.1189,0.3443,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,1.0,0.0003,7.878,16.315,32.89,30.2,0.1114,0.3402,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,1.0,0.001,7.873,16.463,32.77,30.26,0.117,0.3372,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,1.0,0.003,5.308,16.391,32.19,31.31,0.0191,0.0565,True,True,"[np.float64(0.677), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,2.0,2.818553756278192e-05,7.908,21.023,27.4,28.96,0.1509,0.4963,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,2.0,0.0001,7.938,21.256,27.14,28.87,0.1588,0.5149,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,2.0,0.0003,7.942,21.171,27.25,28.91,0.1573,0.5095,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,2.0,0.001,7.897,21.205,27.31,28.89,0.1562,0.5075,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,2.0,0.003,6.637,22.909,26.44,25.84,0.1401,0.5571,False,False,"[np.float64(0.677), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,3.0,2.818553756278192e-05,7.938,21.177,27.21,28.9,0.1572,0.5095,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,3.0,0.0001,7.978,21.209,27.18,28.89,0.1596,0.5155,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,3.0,0.0003,7.995,21.275,27.15,28.86,0.1612,0.5216,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,3.0,0.001,7.964,21.191,27.31,28.9,0.1586,0.5129,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,matern,adaptive,ucb,3.0,0.003,6.538,22.976,26.22,25.58,0.1485,0.5593,False,False,"[np.float64(0.677), np.float64(0.15)]"
dH_R,matern,tight,ei,,2.818553756278192e-05,7.114,16.506,32.56,30.65,0.086,0.2298,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ei,,0.0001,7.478,16.404,32.24,30.44,0.0968,0.2826,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ei,,0.0003,7.253,16.483,32.5,30.58,0.0903,0.2497,False,True,"[np.float64(0.1), np.float64(0.118)]"
dH_R,matern,tight,ei,,0.001,7.545,16.411,32.32,30.41,0.0996,0.2919,False,True,"[np.float64(0.1), np.float64(0.122)]"
dH_R,matern,tight,ei,,0.003,5.22,16.572,32.27,31.68,0.0189,0.0607,True,True,"[np.float64(0.642), np.float64(0.142)]"
dH_R,matern,tight,ucb,1.0,2.818553756278192e-05,7.705,16.375,31.97,30.31,0.1053,0.3149,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,1.0,0.0001,7.698,16.347,31.98,30.3,0.1039,0.3144,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,1.0,0.0003,7.899,16.344,31.8,30.2,0.114,0.3427,False,True,"[np.float64(0.1), np.float64(0.118)]"
dH_R,matern,tight,ucb,1.0,0.001,7.726,16.334,32.11,30.28,0.1046,0.3185,False,True,"[np.float64(0.1), np.float64(0.122)]"
dH_R,matern,tight,ucb,1.0,0.003,5.257,16.317,32.14,31.16,0.0169,0.0467,True,True,"[np.float64(0.642), np.float64(0.142)]"
dH_R,matern,tight,ucb,2.0,2.818553756278192e-05,7.733,16.319,31.9,30.27,0.1043,0.3198,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,2.0,0.0001,7.917,16.285,31.67,30.16,0.112,0.3462,False,True,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,2.0,0.0003,7.989,16.246,31.6,30.1,0.1141,0.357,False,True,"[np.float64(0.1), np.float64(0.118)]"
dH_R,matern,tight,ucb,2.0,0.001,7.979,16.337,31.83,30.16,0.1182,0.354,False,True,"[np.float64(0.1), np.float64(0.122)]"
dH_R,matern,tight,ucb,2.0,0.003,6.571,22.973,26.35,25.65,0.1463,0.5602,False,False,"[np.float64(0.642), np.float64(0.142)]"
dH_R,matern,tight,ucb,3.0,2.818553756278192e-05,7.944,21.166,26.04,28.91,0.1573,0.5094,False,False,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,3.0,0.0001,7.921,21.403,25.92,28.79,0.1589,0.5233,False,False,"[np.float64(0.1), np.float64(0.116)]"
dH_R,matern,tight,ucb,3.0,0.0003,7.92,21.449,25.89,28.76,0.1586,0.5264,False,False,"[np.float64(0.1), np.float64(0.118)]"
dH_R,matern,tight,ucb,3.0,0.001,7.897,21.359,25.84,28.81,0.1581,0.5181,False,False,"[np.float64(0.1), np.float64(0.122)]"
dH_R,matern,tight,ucb,3.0,0.003,6.548,22.997,26.3,25.58,0.1487,0.5614,False,False,"[np.float64(0.642), np.float64(0.142)]"
dH_R,matern,loose,ei,,2.818553756278192e-05,7.934,16.836,32.95,30.26,0.1251,0.3424,False,True,"[np.float64(0.05), np.float64(1.807)]"
dH_R,matern,loose,ei,,0.0001,7.791,16.886,32.97,30.32,0.1144,0.3219,False,True,"[np.float64(0.05), np.float64(2.134)]"
dH_R,matern,loose,ei,,0.0003,7.458,17.008,33.03,30.43,0.0873,0.274,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ei,,0.001,7.303,17.058,32.86,30.46,0.0743,0.2519,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ei,,0.003,7.971,16.823,32.46,30.24,0.1279,0.3478,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,1.0,2.818553756278192e-05,7.542,16.973,32.99,30.41,0.0945,0.286,False,True,"[np.float64(0.05), np.float64(1.807)]"
dH_R,matern,loose,ucb,1.0,0.0001,7.945,16.815,32.73,30.25,0.126,0.3441,False,True,"[np.float64(0.05), np.float64(2.134)]"
dH_R,matern,loose,ucb,1.0,0.0003,7.629,16.925,32.76,30.39,0.1021,0.2986,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,1.0,0.001,6.157,17.476,32.6,30.06,0.0302,0.0971,True,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,1.0,0.003,7.443,16.984,32.26,30.45,0.0873,0.2718,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,2.0,2.818553756278192e-05,1.702,14.786,28.22,29.4,0.1199,0.1305,True,False,"[np.float64(0.05), np.float64(1.807)]"
dH_R,matern,loose,ucb,2.0,0.0001,2.524,13.98,28.25,26.91,0.0787,0.1728,False,False,"[np.float64(0.05), np.float64(2.134)]"
dH_R,matern,loose,ucb,2.0,0.0003,1.319,15.277,28.32,29.73,0.1168,0.1508,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,2.0,0.001,1.659,14.848,28.19,29.58,0.1195,0.1306,True,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,2.0,0.003,2.563,13.957,27.95,26.9,0.0761,0.1723,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,3.0,2.818553756278192e-05,1.655,13.257,26.51,22.64,0.1307,0.2545,False,False,"[np.float64(0.05), np.float64(1.807)]"
dH_R,matern,loose,ucb,3.0,0.0001,1.47,13.482,26.51,23.19,0.1462,0.2473,False,False,"[np.float64(0.05), np.float64(2.134)]"
dH_R,matern,loose,ucb,3.0,0.0003,1.846,13.037,26.49,22.36,0.1177,0.2652,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,3.0,0.001,2.928,12.071,26.51,25.45,0.1053,0.1937,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,matern,loose,ucb,3.0,0.003,2.346,12.549,26.49,23.02,0.1066,0.2803,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,rbf,adaptive,ei,,2.818553756278192e-05,6.806,16.599,39.05,30.83,0.0748,0.185,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ei,,0.0001,6.661,16.673,38.85,30.92,0.0673,0.1633,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ei,,0.0003,6.676,16.635,38.19,30.91,0.0692,0.1662,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ei,,0.001,6.746,16.593,35.87,30.86,0.0729,0.1767,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ei,,0.003,7.208,16.474,33.73,30.6,0.0889,0.2435,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,1.0,2.818553756278192e-05,2.694,12.037,35.89,24.34,0.1092,0.2272,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,1.0,0.0001,2.788,12.027,35.83,24.78,0.1087,0.2137,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,1.0,0.0003,2.622,12.017,33.92,24.01,0.1096,0.2375,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,1.0,0.001,7.605,16.369,34.87,30.36,0.1007,0.301,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,1.0,0.003,7.963,16.417,32.97,30.2,0.1207,0.3506,False,True,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,2.0,2.818553756278192e-05,7.977,21.17,27.76,28.9,0.1587,0.5129,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,2.0,0.0001,7.952,21.143,27.82,28.92,0.157,0.5086,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,2.0,0.0003,7.995,21.179,27.69,28.9,0.1596,0.5151,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,2.0,0.001,7.858,21.232,27.86,28.88,0.1553,0.5057,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,2.0,0.003,7.95,21.006,28.61,28.96,0.1521,0.4993,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,3.0,2.818553756278192e-05,7.987,21.215,27.69,28.88,0.1601,0.5168,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,3.0,0.0001,7.925,21.285,27.65,28.85,0.1586,0.5156,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,3.0,0.0003,7.937,21.288,27.61,28.85,0.1591,0.517,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,3.0,0.001,7.944,21.329,27.67,28.83,0.1597,0.5204,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,adaptive,ucb,3.0,0.003,7.991,21.114,28.44,28.92,0.1578,0.5104,False,False,"[np.float64(0.15), np.float64(0.15)]"
dH_R,rbf,tight,ei,,2.818553756278192e-05,7.109,16.48,33.85,30.64,0.0859,0.2296,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ei,,0.0001,7.016,16.46,33.92,30.68,0.0834,0.2171,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ei,,0.0003,7.201,16.477,33.62,30.6,0.0887,0.2424,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ei,,0.001,7.02,16.525,33.58,30.71,0.083,0.2163,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ei,,0.003,7.798,16.394,34.4,30.27,0.1106,0.3277,False,True,"[np.float64(0.1), np.float64(0.126)]"
dH_R,rbf,tight,ucb,1.0,2.818553756278192e-05,7.673,16.336,32.89,30.31,0.1023,0.3111,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,1.0,0.0001,7.85,16.31,32.47,30.21,0.1097,0.3363,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,1.0,0.0003,7.519,16.385,33.11,30.41,0.0978,0.2887,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,1.0,0.001,7.623,16.367,32.68,30.35,0.1014,0.3036,False,True,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,1.0,0.003,7.969,16.339,34.21,30.16,0.1178,0.3525,False,True,"[np.float64(0.1), np.float64(0.126)]"
dH_R,rbf,tight,ucb,2.0,2.818553756278192e-05,7.976,21.302,26.17,28.84,0.1607,0.5216,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,2.0,0.0001,7.842,21.357,26.16,28.81,0.1562,0.5129,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,2.0,0.0003,7.903,21.303,26.19,28.84,0.158,0.5148,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,2.0,0.001,7.849,21.287,26.23,28.85,0.1559,0.5086,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,2.0,0.003,7.921,16.266,34.17,30.15,0.1113,0.3472,False,True,"[np.float64(0.1), np.float64(0.126)]"
